year,latitude,longitude,death_count,injury_count,accident_type
2023,32.918346944444444,130.18347472222223,0,2,車両相互
2023,32.82674638888889,129.9792038888889,0,4,車両相互
2023,32.771319166666665,130.3732052777778,0,1,車両相互
2023,32.80143222222222,130.34923555555557,0,2,車両相互
2023,32.78729694444444,130.3680402777778,0,1,人対車両
2023,32.781485833333335,130.37350666666669,0,1,車両相互
2023,32.74532166666667,130.36699972222223,0,2,車両相互
2023,32.77824972222222,130.3735452777778,1,0,車両相互
2023,32.84500694444445,130.3127391666667,0,1,人対車両
2023,32.7919475,130.36015555555554,0,1,人対車両
2023,32.77489583333333,130.36814833333335,0,1,車両相互
2023,32.71469888888889,130.34459916666668,0,1,車両相互
2023,32.7301775,130.3275075,0,1,車両相互
2023,32.818129722222224,130.1547588888889,0,1,車両相互
2023,32.87538833333333,130.2800777777778,0,2,車両相互
2023,32.87545388888889,130.28277944444446,0,1,車両相互
2023,32.83667194444445,130.21342583333333,0,1,車両相互
2023,32.84713583333333,130.21784916666667,0,1,車両相互
2023,32.852945,130.2616811111111,0,2,車両相互
2023,32.859927222222225,130.22510916666667,0,1,車両相互
2023,32.89595416666667,129.97040055555556,0,1,人対車両
2023,32.93989361111111,129.95249916666666,0,1,車両相互
2023,32.92947583333333,129.93756972222224,0,1,車両相互
2023,32.91536416666666,129.9454775,0,1,車両相互
2023,32.915324444444444,129.96106444444445,0,1,車両相互
2023,32.92882472222222,129.95116388888889,0,1,車両相互
2023,32.91366305555555,129.96207805555554,0,2,車両相互
2023,32.92993583333333,129.9508236111111,0,1,車両相互
2023,32.90645472222222,129.95706416666667,0,1,車両相互
2023,32.89096416666666,129.9729988888889,0,1,車両相互
2023,32.93004305555555,129.9506911111111,0,1,人対車両
2023,32.93714527777777,129.94428333333335,0,1,人対車両
2023,32.92738083333333,129.95119666666665,0,1,車両相互
2023,32.94567833333333,129.9456461111111,0,3,車両相互
2023,32.96098055555556,129.94356555555555,0,1,車両相互
2023,32.934151388888885,129.93712555555555,0,1,人対車両
2023,32.96843722222222,129.94328305555555,0,1,車両相互
2023,32.92955944444444,129.94971555555557,0,2,車両相互
2023,32.929831111111106,129.95030805555555,0,1,車両相互
2023,32.921385,129.94487666666666,0,1,車両相互
2023,33.05905,129.8425663888889,0,1,車両相互
2023,33.135820277777775,129.88892388888888,0,2,車両相互
2023,33.137054166666665,129.894995,0,1,車両相互
2023,33.06612555555555,129.83242083333332,0,1,車両相互
2023,33.063675277777776,129.8673752777778,0,2,車両相互
2023,33.10329027777778,129.82015055555556,0,1,車両単独
2023,33.14322555555555,129.80100722222224,0,1,車両相互
2023,33.09774277777778,129.79222055555556,0,1,車両相互
2023,33.112385,129.77216361111113,0,1,車両相互
2023,33.154982499999996,129.77181694444445,0,2,車両相互
2023,33.149321111111114,129.78157000000002,0,1,車両相互
2023,33.12810944444445,129.80069194444445,0,1,車両相互
2023,33.1519725,129.77884694444447,0,1,車両相互
2023,33.10199416666667,129.77009944444447,0,4,車両相互
2023,33.070172500000005,129.76223305555555,0,2,車両相互
2023,33.15240027777778,129.7779363888889,0,1,車両相互
2023,33.12666194444444,129.788795,0,1,車両相互
2023,33.09812166666667,129.79271333333332,0,1,車両相互
2023,33.15181027777778,129.76957583333333,0,1,車両相互
2023,33.08556527777778,129.81351750000002,0,1,車両相互
2023,33.15128194444444,129.78003722222223,0,1,車両相互
2023,33.12540861111111,129.8016463888889,0,1,車両相互
2023,33.144455,129.80334194444447,0,1,車両相互
2023,33.08694138888889,129.80312722222223,0,1,車両相互
2023,33.05742472222222,129.7620038888889,1,1,車両単独
2023,33.14460916666667,129.82197833333333,0,1,車両相互
2023,33.11602916666667,129.79222416666667,0,2,車両相互
2023,33.14033638888889,129.80070055555558,0,1,人対車両
2023,33.128239722222226,129.80077500000002,0,1,人対車両
2023,33.130251111111114,129.79231083333332,0,1,車両相互
2023,33.09756777777778,129.7930011111111,0,1,車両相互
2023,33.14688527777778,129.78357555555556,0,1,車両相互
2023,33.11546416666667,129.77659722222222,0,1,車両相互
2023,33.11956583333333,129.79984583333334,0,1,人対車両
2023,33.126718333333336,129.79227444444444,0,1,車両相互
2023,33.16821777777778,129.72302277777777,0,1,車両相互
2023,33.15887361111111,129.73393388888888,0,1,車両相互
2023,33.16800166666666,129.70929916666665,0,1,人対車両
2023,33.16272361111111,129.77372111111112,0,2,車両相互
2023,33.157941944444445,129.76561166666667,0,2,車両相互
2023,33.167737499999994,129.72011416666666,0,1,車両相互
2023,33.18209472222222,129.72478611111111,0,1,車両相互
2023,33.196061111111106,129.72243555555556,0,1,車両相互
2023,33.17001694444444,129.72421944444446,0,1,人対車両
2023,33.15838194444444,129.73393249999998,0,2,車両相互
2023,33.199708055555554,129.72163944444443,0,1,人対車両
2023,33.171746388888884,129.71852944444444,0,2,車両相互
2023,33.17753472222222,129.7167188888889,0,2,車両相互
2023,33.17306,129.77008,0,1,車両相互
2023,33.14428222222222,129.74095333333332,0,1,車両相互
2023,33.17147138888889,129.7220761111111,0,1,車両相互
2023,33.18513305555555,129.7176611111111,0,2,車両相互
2023,33.16128555555555,129.7683352777778,0,1,車両相互
2023,33.15939972222222,129.7399825,0,1,人対車両
2023,33.20847472222223,129.71486666666667,0,1,車両相互
2023,33.211455,129.75412888888889,0,1,車両相互
2023,33.1566925,129.7511461111111,0,1,車両単独
2023,33.20527777777778,129.72120583333333,0,1,人対車両
2023,33.1562025,129.75468555555557,0,1,車両相互
2023,33.20744166666667,129.72059305555555,0,1,車両相互
2023,33.15789111111111,129.75818333333333,0,1,車両単独
2023,33.16211194444444,129.74667916666667,1,0,車両単独
2023,33.167294722222216,129.72449472222223,0,1,車両相互
2023,33.16848222222222,129.7113661111111,0,2,車両相互
2023,33.15615944444444,129.72991666666667,0,1,車両相互
2023,33.174618055555555,129.67191666666665,0,1,車両相互
2023,33.1882575,129.66784055555556,0,1,人対車両
2023,33.24945833333334,129.56616333333335,0,2,車両相互
2023,33.260130555555556,129.66447666666667,0,1,人対車両
2023,33.268659722222225,129.69085416666667,0,1,車両単独
2023,33.30374555555555,129.6310836111111,0,1,車両相互
2023,33.315328888888885,129.61336138888888,0,1,車両相互
2023,33.2297375,129.6445672222222,0,1,車両相互
2023,33.225143888888894,129.6572475,0,2,車両相互
2023,33.347951111111115,129.7162625,0,2,車両相互
2023,33.315284999999996,129.68479722222222,0,1,車両相互
2023,33.36154527777778,129.58585000000002,0,1,車両相互
2023,33.36873166666667,129.54617944444445,0,1,車両相互
2023,33.35648916666667,129.56563722222222,0,2,車両相互
2023,32.843297500000006,129.06009444444445,0,1,人対車両
2023,33.80599833333333,129.7512536111111,1,0,車両単独
2023,33.74272805555556,129.7006636111111,0,1,車両単独
2023,33.81767916666667,129.75725,0,1,人対車両
2023,33.76780111111111,129.7012136111111,0,1,車両単独
2023,33.752470555555554,129.6975936111111,0,1,車両相互
2023,34.235115,129.30905916666669,0,1,車両相互
2023,34.148518333333335,129.18138583333334,0,1,人対車両
2023,34.2734325,129.31894138888887,0,1,車両相互
2023,34.25251194444444,129.31398472222224,0,1,車両相互
2023,34.26168444444444,129.31524583333334,0,1,車両相互
2023,34.47915888888889,129.3940947222222,0,1,車両単独
2023,32.91005416666667,130.4876097222222,0,1,車両相互
2023,32.9752025,130.44178,0,1,人対車両
2023,32.984967222222224,130.46966694444444,0,1,車両相互
2023,33.002053333333336,130.43858944444446,0,2,車両相互
2023,32.99583916666667,130.43059916666667,0,1,車両相互
2023,32.97512694444445,130.45055638888888,0,1,車両相互
2023,32.959967500000005,130.46036888888887,0,1,車両相互
2023,32.977850000000004,130.46299416666665,0,1,車両相互
2023,32.9959625,130.42971527777777,0,1,車両相互
2023,32.98992777777778,130.48103138888888,0,1,車両相互
2023,32.98385944444445,130.46979638888888,0,1,車両相互
2023,32.99053666666667,130.43287138888888,0,1,車両相互
2023,32.45796694444445,130.19274222222222,0,1,車両相互
2023,32.50899888888889,130.045165,0,1,人対車両
2023,32.531011944444444,130.09473194444445,1,0,人対車両
2023,32.45157861111112,130.4202997222222,0,1,車両相互
2023,33.54051916666666,130.4853372222222,0,4,車両相互
2023,33.62999361111111,130.4868922222222,0,2,車両相互
2023,33.5574425,130.4719963888889,0,1,車両相互
2023,33.59341527777778,130.49493694444442,0,1,車両相互
2023,33.51743416666667,130.4958436111111,0,1,車両相互
2023,33.62524444444445,130.41569111111113,0,1,車両相互
2023,33.62797666666667,130.41678888888887,0,1,車両相互
2023,33.600279722222226,130.38999833333332,0,1,車両相互
2023,33.60026722222222,130.39002888888888,0,1,車両相互
2023,33.63035166666667,130.4177672222222,0,1,車両相互
2023,33.5430275,130.39034777777778,0,1,車両相互
2023,33.60127166666667,130.39307472222222,0,1,車両相互
2023,33.53151444444444,130.49497083333333,0,4,車両相互
2023,33.603944444444444,130.40935083333335,0,1,車両相互
2023,33.55406166666666,130.47540722222223,0,2,車両相互
2023,33.54169638888889,130.43053055555555,0,2,車両相互
2023,33.555436944444445,130.4738463888889,0,1,車両相互
2023,33.57284027777778,130.28100805555556,0,1,車両相互
2023,33.54172833333333,130.43304638888887,0,1,車両相互
2023,33.57313527777778,130.28410027777778,0,2,車両相互
2023,33.63135972222222,130.41816333333333,0,1,車両相互
2023,33.57713583333334,130.38954694444445,0,1,人対車両
2023,33.58168305555556,130.4008125,0,1,車両相互
2023,33.577045000000005,130.41092583333335,0,2,車両相互
2023,33.582572777777784,130.40836027777777,0,1,車両相互
2023,33.59042083333333,130.39180944444445,0,1,車両相互
2023,33.579821111111116,130.3944913888889,0,2,車両相互
2023,33.58695638888889,130.36493416666667,0,1,車両相互
2023,33.57571777777778,130.40928333333335,0,1,車両相互
2023,33.59271444444445,130.37568972222223,0,1,車両相互
2023,33.59599777777778,130.37028694444444,0,1,車両相互
2023,33.58237444444445,130.4076736111111,0,1,車両相互
2023,33.58244833333334,130.40560472222222,0,1,車両相互
2023,33.57832277777778,130.37904444444445,0,1,車両単独
2023,33.58336611111111,130.4011913888889,0,1,車両相互
2023,33.58211361111111,130.36691000000002,0,1,車両相互
2023,33.58580361111111,130.39542944444443,0,1,車両相互
2023,33.57713666666667,130.37603944444444,0,1,車両相互
2023,33.589155000000005,130.40569666666667,0,1,人対車両
2023,33.57812972222222,130.41335527777778,0,1,車両相互
2023,33.58423333333334,130.3919286111111,0,1,車両相互
2023,33.56924583333333,130.3762677777778,0,1,車両相互
2023,33.5897725,130.40532166666668,0,2,車両相互
2023,33.58253527777778,130.4064638888889,0,1,人対車両
2023,33.59023138888889,130.37096916666667,0,2,車両相互
2023,33.59470555555556,130.3995625,0,1,車両相互
2023,33.58582138888889,130.39567916666667,0,1,車両相互
2023,33.58855333333334,130.3986113888889,0,1,人対車両
2023,33.57772222222223,130.3774036111111,0,2,車両相互
2023,33.58748388888889,130.40031055555556,0,1,車両相互
2023,33.588123333333336,130.40167833333334,0,2,車両相互
2022,33.589865,130.38576333333333,0,1,人対車両
2023,33.58148638888889,130.39908777777777,0,1,車両相互
2023,33.582524444444445,130.3957638888889,0,1,車両相互
2023,33.56899111111112,130.3761802777778,0,1,車両相互
2023,33.59212416666667,130.4022113888889,0,1,車両相互
2023,33.58607305555556,130.38934722222223,0,1,人対車両
2023,33.566357499999995,130.39033944444444,0,1,車両相互
2023,33.56505222222222,130.3761477777778,0,1,車両相互
2023,33.57479027777778,130.40368333333333,0,1,車両相互
2023,33.57816805555556,130.41225972222222,0,2,車両相互
2023,33.563269999999996,130.38696305555555,0,1,車両相互
2023,33.585191388888894,130.39161388888888,0,1,車両相互
2023,33.5895525,130.36959666666667,0,1,車両相互
2023,33.59086277777778,130.39392944444444,0,1,車両相互
2023,33.593543333333336,130.36183083333333,0,1,車両相互
2023,33.58215472222223,130.39641749999998,0,1,人対車両
2023,33.58141638888889,130.39913388888888,0,3,車両相互
2023,33.58513277777778,130.39321666666666,0,2,人対車両
2023,33.591368888888894,130.39563027777777,0,1,車両相互
2023,33.56633166666666,130.3904086111111,0,1,人対車両
2023,33.59777777777778,130.3703663888889,0,1,車両相互
2023,33.59015083333333,130.3884736111111,0,1,車両相互
2023,33.584826944444444,130.39156499999999,0,1,人対車両
2023,33.58958055555556,130.39942305555556,0,1,人対車両
2023,33.60001472222223,130.376035,0,1,車両相互
2023,33.58412694444445,130.38884694444442,0,1,車両相互
2023,33.582373611111116,130.37997694444445,0,1,車両相互
2023,33.57189055555556,130.438085,0,1,車両相互
2023,33.5988125,130.4252861111111,0,1,車両相互
2023,33.56521472222222,130.46265888888888,0,1,車両相互
2023,33.57605027777778,130.42899555555556,0,4,車両相互
2023,33.576186944444444,130.42001694444443,0,2,車両相互
2023,33.58483972222223,130.4166997222222,0,1,人対車両
2023,33.58607777777778,130.4163575,0,1,人対車両
2023,33.5707425,130.47156833333332,0,2,車両相互
2023,33.60225,130.4371788888889,0,3,車両相互
2023,33.60059416666667,130.41228916666668,0,1,車両相互
2023,33.591840000000005,130.40715861111113,0,1,人対車両
2023,33.60166111111111,130.41469222222221,0,1,車両相互
2023,33.579035000000005,130.4199525,0,1,車両相互
2023,33.603094166666665,130.41269722222222,0,1,車両相互
2023,33.55173333333333,130.45739638888887,0,1,人対車両
2023,33.59258944444445,130.43137944444445,0,1,車両相互
2023,33.568581111111115,130.44014166666668,0,1,車両相互
2023,33.59497027777778,130.42609166666665,0,1,車両相互
2023,33.59461833333334,130.41892055555556,0,1,車両相互
2023,33.593767222222226,130.40533666666667,0,2,車両相互
2023,33.555839999999996,130.47365833333333,0,2,車両相互
2023,33.58589722222222,130.43872000000002,0,1,車両相互
2023,33.59187444444445,130.41705416666665,0,1,車両相互
2023,33.56762944444445,130.46618833333332,0,1,車両相互
2023,33.59528111111111,130.41296861111113,0,1,車両相互
2023,33.54444972222222,130.47106277777777,0,1,車両相互
2023,33.581118611111116,130.43076,0,1,車両相互
2023,33.56251472222222,130.46046916666666,0,1,車両相互
2023,33.56483861111111,130.46230777777777,0,1,車両相互
2023,33.60186083333333,130.40157333333335,0,2,車両単独
2023,33.55510722222222,130.4607947222222,0,1,車両相互
2023,33.58679777777778,130.4288461111111,0,1,人対車両
2023,33.567036111111115,130.43248444444444,0,2,車両相互
2023,33.56261722222222,130.45169222222222,0,1,車両相互
2023,33.560476666666666,130.45889694444443,0,1,車両相互
2023,33.58436638888889,130.42660444444442,0,2,車両相互
2023,33.603632777777776,130.42170888888887,0,1,車両相互
2023,33.57100777777778,130.46398194444444,0,1,車両相互
2023,33.550624444444445,130.46546138888888,0,1,車両相互
2023,33.58762111111111,130.4295486111111,0,2,車両相互
2023,33.592130000000004,130.41572916666667,0,5,車両相互
2023,33.57483666666667,130.42721916666665,0,1,車両相互
2023,33.575114722222224,130.42170916666666,0,1,車両相互
2023,33.592685555555555,130.40671166666667,0,1,人対車両
2023,33.584273611111115,130.41340944444445,0,1,人対車両
2023,33.59265527777778,130.40669472222223,0,1,人対車両
2023,33.580717500000006,130.4301747222222,0,3,車両相互
2023,33.60308388888889,130.40478055555556,0,1,車両相互
2023,33.5563825,130.45490638888887,0,1,車両相互
2023,33.56211666666666,130.4445697222222,0,1,車両相互
2023,33.58748138888889,130.42103749999998,0,1,車両相互
2023,33.59986583333333,130.42603805555555,0,1,車両相互
2023,33.551379999999995,130.45753055555554,0,1,車両相互
2023,33.55846444444444,130.4551111111111,0,1,車両相互
2023,33.600005,130.4001263888889,0,1,車両相互
2023,33.60021916666667,130.42887694444443,0,1,車両相互
2023,33.598666944444446,130.41353583333333,0,1,車両相互
2023,33.56378833333333,130.44444472222222,0,1,車両相互
2023,33.59724388888889,130.4354788888889,0,1,車両相互
2023,33.58631638888889,130.41761333333332,0,1,人対車両
2023,33.56382277777777,130.45047333333332,0,1,人対車両
2023,33.59233972222223,130.45117083333332,0,1,人対車両
2023,33.59168444444445,130.42135916666666,0,1,人対車両
2023,33.58596055555556,130.43816527777778,0,1,車両相互
2023,33.60441638888889,130.4079113888889,0,3,車両相互
2023,33.60310055555556,130.43042916666667,0,1,人対車両
2023,33.56222861111111,130.4466297222222,0,1,車両相互
2023,33.59164972222222,130.4273125,0,1,車両相互
2023,33.55189083333333,130.46315416666667,0,2,車両相互
2023,33.60344277777778,130.44416944444444,0,1,車両相互
2023,33.59661416666667,130.45459805555555,0,2,車両相互
2023,33.583466111111115,130.4252363888889,0,1,車両相互
2023,33.59597638888889,130.42178805555554,0,1,車両単独
2023,33.55981444444444,130.47064916666668,0,1,車両相互
2023,33.6037525,130.42297888888888,0,1,車両単独
2023,33.59477833333334,130.4339911111111,0,1,車両相互
2023,33.58997305555556,130.46214999999998,0,1,車両相互
2023,33.57603916666667,130.4362725,0,1,車両相互
2023,33.595305555555555,130.40856250000002,0,1,車両相互
2023,33.58468861111111,130.43944472222222,0,1,車両相互
2023,33.67386361111111,130.45037694444443,0,1,車両相互
2023,33.63843055555556,130.42577083333333,0,1,車両相互
2023,33.666578888888886,130.4414436111111,0,1,車両相互
2023,33.676198888888884,130.43920111111112,0,1,車両相互
2023,33.60720583333333,130.43766027777778,0,1,車両相互
2023,33.62365194444445,130.42021166666666,0,1,車両相互
2022,33.653351388888886,130.44963361111112,0,1,車両単独
2023,33.697694999999996,130.41927083333331,0,1,車両相互
2023,33.642338055555555,130.46600916666665,0,2,車両相互
2023,33.647307222222224,130.45938527777776,0,1,車両相互
2023,33.62547444444444,130.43981444444444,0,1,車両相互
2023,33.64096416666666,130.42846277777778,0,1,車両相互
2023,33.68151638888889,130.3998636111111,0,2,車両相互
2023,33.650354444444446,130.43721916666667,0,1,車両相互
2023,33.64149166666667,130.42907916666667,0,1,車両相互
2023,33.60836888888889,130.4230847222222,0,1,人対車両
2023,33.61886611111111,130.43361194444444,0,1,車両相互
2023,33.65429805555556,130.4484325,0,1,車両相互
2022,33.642245833333334,130.47403777777777,0,1,車両相互
2023,33.62900444444445,130.42668138888888,0,1,人対車両
2023,33.665080833333334,130.44759583333334,0,1,車両相互
2023,33.64785527777778,130.4359738888889,0,1,車両相互
2023,33.654016666666664,130.459715,0,1,車両相互
2023,33.60764888888889,130.44245694444444,0,1,車両相互
2023,33.621561944444444,130.4192547222222,0,1,車両相互
2023,33.616955555555556,130.4323186111111,0,1,人対車両
2023,33.69820694444444,130.4397438888889,0,1,人対車両
2023,33.69606388888889,130.42199138888887,0,1,車両相互
2023,33.656683888888885,130.4488675,0,2,車両相互
2023,33.68980805555555,130.43393805555556,0,2,車両相互
2023,33.624675833333335,130.43606861111112,0,1,車両相互
2023,33.6313625,130.43666611111112,0,1,車両相互
2022,33.60895638888889,130.44306944444446,0,1,車両相互
2023,33.63849361111111,130.42580888888887,0,1,車両相互
2023,33.61004027777778,130.42368833333333,0,1,車両相互
2023,33.63536222222222,130.4215811111111,0,1,車両相互
2023,33.63070694444445,130.43925055555556,0,1,車両相互
2023,33.65244916666666,130.45076972222222,0,1,人対車両
2023,33.61242,130.4302386111111,0,1,車両相互
2022,33.621588333333335,130.41923694444444,0,1,車両相互
2023,33.60895138888889,130.41911083333332,0,1,車両相互
2023,33.63569361111111,130.4206811111111,0,1,車両相互
2023,33.635689722222224,130.42070555555554,0,1,車両相互
2023,33.667994166666666,130.4448211111111,0,2,車両相互
2023,33.650533333333335,130.4551363888889,1,0,人対車両
2023,33.68239166666667,130.45365055555556,0,1,車両相互
2023,33.62328611111111,130.44889666666668,0,1,車両相互
2023,33.619658055555554,130.42665444444444,0,2,車両相互
2023,33.60820555555556,130.44358305555556,0,2,車両相互
2023,33.61631722222222,130.42765333333332,0,1,車両相互
2023,33.67303722222222,130.4527872222222,0,1,車両相互
2023,33.63281361111111,130.45675722222222,0,2,車両相互
2023,33.66755277777778,130.44326083333334,0,1,車両相互
2023,33.620487777777775,130.41267555555555,0,1,車両相互
2023,33.62122611111111,130.44565694444444,0,2,人対車両
2023,33.61903638888889,130.43510055555555,0,1,車両相互
2023,33.66871444444444,130.41925083333334,0,1,車両相互
2023,33.641705277777774,130.44114638888888,0,1,車両相互
2023,33.65232694444444,130.41543194444446,0,2,車両相互
2023,33.691786388888886,130.43408611111113,0,1,車両相互
2023,33.68967444444444,130.42945583333332,0,1,人対車両
2023,33.665193055555555,130.41423333333333,1,3,車両相互
2023,33.64619638888889,130.4406972222222,0,2,車両相互
2023,33.66764805555555,130.44281444444445,0,3,車両相互
2023,33.6264375,130.4396436111111,0,1,車両相互
2023,33.64321916666667,130.44590194444444,0,1,人対車両
2023,33.62741944444444,130.41636805555555,0,2,車両相互
2023,33.63270305555556,130.46308888888888,0,1,車両相互
2023,33.65488111111111,130.43959222222222,0,1,車両相互
2023,33.640811388888885,130.44153666666668,0,1,車両相互
2023,33.62554,130.42727444444444,0,3,車両相互
2023,33.62258833333333,130.4393038888889,0,4,車両相互
2023,33.69906472222222,130.41778333333332,0,1,車両相互
2023,33.64861638888889,130.44245055555555,0,1,車両単独
2023,33.616574722222225,130.42636027777777,0,1,人対車両
2023,33.60803194444445,130.442085,0,1,車両相互
2023,33.625863055555556,130.43963250000002,0,2,車両相互
2023,33.62391222222222,130.4388236111111,0,1,人対車両
2023,33.63771722222222,130.44110916666668,0,1,車両相互
2023,33.65504861111111,130.43057083333332,0,3,車両相互
2023,33.62500111111111,130.43955444444444,0,1,車両相互
2023,33.69194888888889,130.42346944444444,0,1,車両相互
2023,33.64056111111111,130.42787666666666,0,1,車両相互
2023,33.619995833333334,130.41833472222223,0,1,車両相互
2023,33.633783333333334,130.42673916666666,0,2,車両相互
2023,33.69752833333333,130.42095277777776,0,1,車両相互
2023,33.65821472222222,130.43729861111112,0,1,人対車両
2023,33.62034777777778,130.4389952777778,0,1,車両相互
2023,33.627649166666664,130.45227583333332,0,1,車両相互
2023,33.55024583333333,130.34845,0,1,車両相互
2023,33.56784166666667,130.34923222222224,0,1,車両相互
2023,33.58175861111111,130.35052194444444,0,1,車両相互
2023,33.54804194444444,130.34657444444446,0,1,人対車両
2023,33.54230083333333,130.3264575,0,1,車両相互
2023,33.56773305555556,130.33610472222225,0,1,車両相互
2023,33.56833138888889,130.32849305555555,0,1,車両相互
2023,33.54836777777778,130.34397111111113,0,1,車両相互
2023,33.58753611111111,130.34827583333333,0,1,車両相互
2023,33.58237694444445,130.35810999999998,0,1,人対車両
2023,33.578085,130.3609961111111,0,1,車両相互
2023,33.56800916666667,130.35004277777776,0,1,車両相互
2023,33.54020222222222,130.35005027777777,0,1,車両相互
2023,33.5828075,130.3557363888889,0,1,車両相互
2023,33.568178055555556,130.35127555555556,0,1,人対車両
2023,33.546078888888886,130.3464363888889,0,1,車両相互
2023,33.570411944444444,130.35664111111112,0,1,車両相互
2023,33.54119111111111,130.3384877777778,0,1,車両相互
2023,33.56951416666667,130.35434777777778,0,1,車両相互
2023,33.58211305555556,130.36014749999998,0,1,人対車両
2023,33.56666722222223,130.34144333333333,0,1,車両相互
2023,33.56195611111111,130.33880666666667,0,1,車両相互
2023,33.57467472222223,130.35354083333334,0,1,車両相互
2023,33.54111527777778,130.35213305555556,0,1,人対車両
2023,33.552454999999995,130.33048472222222,0,1,車両相互
2023,33.56541694444444,130.35484555555556,0,1,車両相互
2023,33.56422111111111,130.35329277777777,0,1,車両相互
2023,33.54870805555555,130.32727027777779,0,1,車両相互
2023,33.54797472222222,130.34722861111112,0,1,人対車両
2023,33.58042777777778,130.34671694444447,0,1,車両相互
2023,33.57215888888889,130.33911111111112,0,1,車両相互
2023,33.54319361111111,130.3344502777778,0,1,車両相互
2023,33.55464333333333,130.35044527777777,0,3,車両相互
2023,33.563334999999995,130.3380427777778,0,1,車両相互
2023,33.582168888888894,130.34846222222222,0,1,車両相互
2023,33.549593333333334,130.3406425,0,1,車両相互
2023,33.55352222222222,130.33039555555555,0,1,車両相互
2023,33.58119416666667,130.34529805555556,0,1,車両相互
2023,33.50454555555555,130.33439444444446,0,1,車両相互
2023,33.588390833333335,130.35761055555554,0,1,車両相互
2023,33.549791666666664,130.34096194444444,0,1,車両相互
2023,33.58132861111111,130.34721472222222,0,2,車両相互
2023,33.580158611111116,130.3486061111111,0,1,車両相互
2023,33.54967833333333,130.34816416666666,0,2,車両相互
2023,33.54151861111111,130.34540416666667,0,1,車両相互
2023,33.56002972222222,130.34101472222224,0,1,車両相互
2023,33.58237638888889,130.35382888888887,0,1,車両相互
2023,33.498578333333334,130.29697555555555,0,1,車両相互
2023,33.55779138888889,130.33449055555556,0,1,車両相互
2023,33.54159138888889,130.3453452777778,0,1,車両相互
2023,33.59816138888889,130.39523277777778,0,1,人対車両
2022,33.59702555555556,130.39572166666665,0,1,車両相互
2023,33.60544638888889,130.40621083333335,0,3,車両相互
2023,33.58538277777778,130.44159694444446,0,1,人対車両
2023,33.54011388888889,130.43201499999998,0,1,車両相互
2023,33.546214166666665,130.43852916666668,0,2,車両相互
2023,33.569225,130.41909277777776,0,1,車両相互
2023,33.56084555555555,130.42371527777777,0,1,人対車両
2023,33.543194444444445,130.43984277777778,0,1,車両相互
2023,33.553330555555554,130.40214083333333,0,1,車両相互
2023,33.553328888888885,130.40689583333335,0,1,人対車両
2023,33.53682861111111,130.4007863888889,0,1,車両相互
2023,33.540120277777774,130.40075583333333,0,1,車両相互
2023,33.53167833333333,130.43634305555557,0,1,車両相互
2023,33.561609999999995,130.42561666666666,0,1,車両相互
2023,33.5743875,130.42164944444443,0,1,車両相互
2023,33.56144333333333,130.43574611111111,0,1,車両相互
2023,33.55324333333333,130.39876638888887,0,2,車両相互
2023,33.56635222222222,130.42761055555556,0,1,車両相互
2023,33.54775361111111,130.444965,0,2,車両相互
2023,33.57565777777778,130.4119611111111,0,1,車両相互
2023,33.55345888888888,130.42834277777777,0,2,車両相互
2023,33.567750833333335,130.4262697222222,0,2,車両相互
2023,33.53794361111111,130.4274072222222,0,1,人対車両
2023,33.55732833333333,130.38820027777777,0,1,車両相互
2023,33.53194027777778,130.40162527777778,0,1,車両相互
2023,33.57196527777778,130.423005,0,1,車両相互
2023,33.55793527777777,130.4303813888889,0,2,車両相互
2023,33.531726666666664,130.4362913888889,0,1,人対車両
2023,33.57529,130.40995694444445,0,1,人対車両
2023,33.54107055555556,130.40229694444446,0,1,人対車両
2023,33.55566638888889,130.40653361111112,0,1,車両相互
2023,33.55367944444444,130.4263575,0,2,車両相互
2023,33.55470361111111,130.43322277777776,0,1,車両相互
2023,33.555390555555554,130.40754805555557,0,1,車両相互
2023,33.555254722222216,130.38927444444442,0,1,車両相互
2023,33.55932694444444,130.42396472222222,0,1,車両相互
2023,33.527209166666665,130.39207249999998,0,1,車両相互
2023,33.55836,130.42653583333333,0,1,車両相互
2023,33.52461722222222,130.4060638888889,0,1,車両相互
2023,33.53865694444444,130.39293638888887,0,1,人対車両
2023,33.5425125,130.39221777777777,0,1,車両相互
2023,33.565997777777774,130.41408361111112,0,3,車両相互
2023,33.56636555555555,130.41464972222224,0,1,車両相互
2023,33.56946583333334,130.4116613888889,0,1,車両相互
2023,33.56462916666666,130.42993166666665,0,1,人対車両
2023,33.551835,130.4435875,0,1,人対車両
2023,33.55459527777777,130.43270555555554,0,1,車両相互
2023,33.53030944444444,130.3907586111111,0,1,車両相互
2023,33.56035416666666,130.4273347222222,0,1,車両相互
2023,33.542235,130.3933561111111,0,1,車両相互
2023,33.55370305555555,130.40360472222224,0,1,人対車両
2023,33.57069055555556,130.4214736111111,0,1,車両相互
2023,33.55896805555555,130.42913583333333,0,1,車両相互
2023,33.56740222222223,130.41770805555555,0,1,車両相互
2023,33.53581861111111,130.42980388888887,0,2,車両相互
2023,33.572545000000005,130.40678444444444,0,1,人対車両
2023,33.54873583333333,130.43526972222222,0,1,車両相互
2023,33.54801138888889,130.4420061111111,0,1,車両相互
2023,33.534036666666665,130.4008061111111,0,1,人対車両
2023,33.524945,130.40415611111112,0,1,車両相互
